tie;ajorata;kaista;osa;aet;let;tietyyppi;s_tietyyppi;katyyppi;s_katyyppi
25;2;22;31;3318;3948;1;tie;2;ohitus
25;2;23;31;3800;3918;1;tie;3;oma_oik
25;0;11;32;1120;1217;1;tie;1;pääkaista
25;0;11;32;1217;1640;1;tie;1;pääkaista
25;0;11;32;1640;5507;1;tie;1;pääkaista
25;0;12;32;1120;1217;1;tie;2;ohitus
25;0;21;32;1120;1217;1;tie;1;pääkaista
25;0;21;32;1217;1640;1;tie;1;pääkaista
25;0;21;32;1640;5507;1;tie;1;pääkaista
25;0;22;32;1120;1217;1;tie;2;ohitus
25;1;11;32;0;1120;1;tie;1;pääkaista
25;1;12;32;0;1120;1;tie;2;ohitus
25;2;21;32;0;1120;1;tie;1;pääkaista
25;2;22;32;0;1120;1;tie;2;ohitus
25;0;11;33;0;17;1;tie;1;pääkaista
25;0;11;33;17;1292;1;tie;1;pääkaista
25;0;11;33;1292;7777;1;tie;1;pääkaista
25;0;21;33;0;17;1;tie;1;pääkaista
25;0;21;33;17;1292;1;tie;1;pääkaista
25;0;21;33;1292;7777;1;tie;1;pääkaista
25;0;11;34;0;5604;1;tie;1;pääkaista
25;0;21;34;0;5604;1;tie;1;pääkaista
25;0;11;35;0;6674;1;tie;1;pääkaista
25;0;21;35;0;6674;1;tie;1;pääkaista
25;0;11;36;0;4130;1;tie;1;pääkaista
25;0;12;36;2573;2660;1;tie;4;oma_vas
25;0;12;36;2988;3034;1;tie;4;oma_vas
25;0;12;36;3349;3439;1;tie;4;oma_vas
25;0;12;36;4002;4041;1;tie;4;oma_vas
25;0;12;36;4041;4129;1;tie;4;oma_vas
25;0;13;36;3702;3769;1;tie;3;oma_oik
25;0;13;36;4041;4129;1;tie;3;oma_oik
25;0;21;36;0;4130;1;tie;1;pääkaista
25;0;23;36;3769;3868;1;tie;3;oma_oik
26;0;11;3;473;770;1;tie;1;pääkaista
26;0;11;3;770;1830;1;tie;1;pääkaista
26;0;21;3;473;770;1;tie;1;pääkaista
26;0;21;3;770;1830;1;tie;1;pääkaista
26;1;11;3;0;473;1;tie;1;pääkaista
26;2;21;3;0;473;1;tie;1;pääkaista
26;0;11;4;0;6298;1;tie;1;pääkaista
26;0;13;4;6159;6298;1;tie;3;oma_oik
26;0;21;4;0;6298;1;tie;1;pääkaista
26;0;11;5;0;3630;1;tie;1;pääkaista
26;0;21;5;0;3630;1;tie;1;pääkaista
26;0;11;6;0;1114;1;tie;1;pääkaista
26;0;11;6;1114;7307;1;tie;1;pääkaista
26;0;21;6;0;1114;1;tie;1;pääkaista
26;0;21;6;1114;7307;1;tie;1;pääkaista
26;0;11;7;0;7690;1;tie;1;pääkaista
26;0;21;7;0;7690;1;tie;1;pääkaista
26;0;11;8;0;510;1;tie;1;pääkaista
26;0;11;8;1700;5385;1;tie;1;pääkaista
26;0;11;8;5385;5900;1;tie;1;pääkaista
26;0;11;8;7030;15130;1;tie;1;pääkaista
26;0;21;8;0;510;1;tie;1;pääkaista
26;0;21;8;1700;5385;1;tie;1;pääkaista
26;0;21;8;5385;5900;1;tie;1;pääkaista
26;0;21;8;7030;15130;1;tie;1;pääkaista
26;0;23;8;4167;4269;1;tie;3;oma_oik
26;1;11;8;510;1700;1;tie;1;pääkaista
26;1;11;8;5900;7030;1;tie;1;pääkaista
26;1;12;8;510;1700;1;tie;2;ohitus
26;2;21;8;510;1700;1;tie;1;pääkaista
26;2;21;8;5900;7030;1;tie;1;pääkaista
26;2;22;8;5900;7030;1;tie;2;ohitus
26;0;11;11;0;3425;1;tie;1;pääkaista
26;0;11;11;3425;4060;1;tie;1;pääkaista
26;0;11;11;4060;4246;1;tie;1;pääkaista
26;0;21;11;0;3425;1;tie;1;pääkaista
26;0;21;11;3425;4060;1;tie;1;pääkaista
26;0;21;11;4060;4246;1;tie;1;pääkaista
26;0;22;11;3618;3869;1;tie;4;oma_vas
27;0;11;1;0;9604;1;tie;1;pääkaista
27;0;21;1;0;9604;1;tie;1;pääkaista
27;0;11;2;0;4448;1;tie;1;pääkaista
27;0;11;2;4448;7250;1;tie;1;pääkaista
27;0;21;2;0;4448;1;tie;1;pääkaista
27;0;21;2;4448;7250;1;tie;1;pääkaista
27;0;11;3;0;5991;1;tie;1;pääkaista
27;0;11;3;6353;9650;1;tie;1;pääkaista
27;0;21;3;0;5991;1;tie;1;pääkaista
27;0;21;3;6353;9650;1;tie;1;pääkaista
27;1;11;3;5991;6353;1;tie;1;pääkaista
27;1;12;3;6040;6190;1;tie;4;oma_vas
27;2;21;3;5991;6353;1;tie;1;pääkaista
27;2;22;3;6160;6285;1;tie;4;oma_vas
27;0;11;4;0;6291;1;tie;1;pääkaista
27;0;11;4;6291;9144;1;tie;1;pääkaista
27;0;12;4;9065;9144;1;tie;4;oma_vas
27;0;21;4;0;6291;1;tie;1;pääkaista
27;0;21;4;6291;9144;1;tie;1;pääkaista
27;0;11;5;0;2075;1;tie;1;pääkaista
27;0;12;5;0;16;1;tie;4;oma_vas
27;0;21;5;0;2075;1;tie;1;pääkaista
27;0;22;5;0;110;1;tie;4;oma_vas
27;1;11;5;2075;2221;1;tie;1;pääkaista
27;2;21;5;2075;2221;1;tie;1;pääkaista
27;0;11;6;73;101;1;tie;1;pääkaista
27;0;11;6;101;807;1;tie;1;pääkaista
27;0;11;6;1055;1852;1;tie;1;pääkaista
27;0;11;6;2734;2861;1;tie;1;pääkaista
27;0;11;6;3326;3474;1;tie;1;pääkaista
27;0;11;6;3956;9030;1;tie;1;pääkaista
27;0;21;6;73;101;1;tie;1;pääkaista
27;0;21;6;101;807;1;tie;1;pääkaista
27;0;21;6;1055;1852;1;tie;1;pääkaista
27;0;21;6;2734;2861;1;tie;1;pääkaista
27;0;21;6;3326;3474;1;tie;1;pääkaista
27;0;21;6;3956;9030;1;tie;1;pääkaista
27;1;11;6;0;73;1;tie;1;pääkaista
27;1;11;6;807;947;1;tie;1;pääkaista
27;1;11;6;947;952;1;tie;1;pääkaista
27;1;11;6;952;1055;1;tie;1;pääkaista
27;1;11;6;1852;2734;1;tie;1;pääkaista
27;1;11;6;2861;3326;1;tie;1;pääkaista
27;1;11;6;3474;3956;1;tie;1;pääkaista
27;1;12;6;1915;2015;1;tie;4;oma_vas
27;1;12;6;2861;3326;1;tie;2;ohitus
27;1;12;6;3474;3956;1;tie;2;ohitus
27;1;13;6;2115;2164;1;tie;3;oma_oik
27;1;13;6;2440;2590;1;tie;3;oma_oik
27;2;21;6;0;73;1;tie;1;pääkaista
27;2;21;6;807;947;1;tie;1;pääkaista
27;2;21;6;947;952;1;tie;1;pääkaista
27;2;21;6;952;1055;1;tie;1;pääkaista
27;2;21;6;1852;2734;1;tie;1;pääkaista
27;2;21;6;2861;3326;1;tie;1;pääkaista
27;2;21;6;3474;3956;1;tie;1;pääkaista
27;2;22;6;2135;2260;1;tie;4;oma_vas
27;2;22;6;2535;2660;1;tie;4;oma_vas
27;2;22;6;2861;3326;1;tie;2;ohitus
27;2;22;6;3474;3956;1;tie;2;ohitus
27;2;23;6;1985;2085;1;tie;3;oma_oik
27;0;11;7;0;3136;1;tie;1;pääkaista
27;0;11;7;3136;4304;1;tie;1;pääkaista
27;0;11;7;4304;8947;1;tie;1;pääkaista
27;0;11;7;8947;9085;1;tie;1;pääkaista
27;0;13;7;2815;2965;1;tie;3;oma_oik
27;0;21;7;0;3136;1;tie;1;pääkaista
27;0;21;7;3136;4304;1;tie;1;pääkaista
27;0;21;7;4304;8947;1;tie;1;pääkaista
27;0;21;7;8947;9085;1;tie;1;pääkaista
27;0;11;8;0;8707;1;tie;1;pääkaista
27;0;11;8;8959;9116;1;tie;1;pääkaista
27;0;21;8;0;8707;1;tie;1;pääkaista
27;0;21;8;8959;9116;1;tie;1;pääkaista
27;1;11;8;8707;8959;1;tie;1;pääkaista
27;1;11;8;9116;9158;1;tie;1;pääkaista
27;1;12;8;8748;8818;1;tie;4;oma_vas
27;2;21;8;8707;8959;1;tie;1;pääkaista
27;2;21;8;9116;9158;1;tie;1;pääkaista
27;2;22;8;8847;8926;1;tie;4;oma_vas
27;0;11;9;45;1084;1;tie;1;pääkaista
27;0;11;9;1325;2153;1;tie;1;pääkaista
27;0;11;9;2461;2573;1;tie;1;pääkaista
27;0;11;9;2573;8460;1;tie;1;pääkaista
27;0;13;9;4740;4890;1;tie;3;oma_oik
27;0;21;9;45;1084;1;tie;1;pääkaista
27;0;21;9;1325;2153;1;tie;1;pääkaista
27;0;21;9;2461;2573;1;tie;1;pääkaista
27;0;21;9;2573;8460;1;tie;1;pääkaista
27;1;11;9;0;45;1;tie;1;pääkaista
27;1;11;9;1084;1325;1;tie;1;pääkaista
27;1;11;9;2153;2461;1;tie;1;pääkaista
27;1;12;9;1115;1190;1;tie;4;oma_vas
27;1;12;9;2215;2315;1;tie;4;oma_vas
27;2;21;9;0;45;1;tie;1;pääkaista
27;2;21;9;1084;1325;1;tie;1;pääkaista
27;2;21;9;2153;2461;1;tie;1;pääkaista
27;2;22;9;1160;1260;1;tie;4;oma_vas
27;2;22;9;2285;2385;1;tie;4;oma_vas
27;0;11;10;0;5681;1;tie;1;pääkaista
27;0;21;10;0;5681;1;tie;1;pääkaista
27;0;11;11;0;7943;1;tie;1;pääkaista
27;0;21;11;0;7943;1;tie;1;pääkaista
27;0;11;12;0;5859;1;tie;1;pääkaista
27;0;11;12;5859;6735;1;tie;1;pääkaista
27;0;12;12;5640;5765;1;tie;4;oma_vas
27;0;13;12;5915;6015;1;tie;3;oma_oik
27;0;21;12;0;5859;1;tie;1;pääkaista
27;0;21;12;5859;6735;1;tie;1;pääkaista
27;0;22;12;5960;6060;1;tie;4;oma_vas
27;1;11;12;6735;6842;1;tie;1;pääkaista
27;2;21;12;6735;6842;1;tie;1;pääkaista
27;0;11;13;153;1548;1;tie;1;pääkaista
27;0;11;13;1548;7258;1;tie;1;pääkaista
27;0;21;13;153;1548;1;tie;1;pääkaista
27;0;21;13;1548;7258;1;tie;1;pääkaista
27;1;11;13;0;153;1;tie;1;pääkaista
27;2;21;13;0;153;1;tie;1;pääkaista
27;0;11;14;0;8887;1;tie;1;pääkaista
27;0;21;14;0;8887;1;tie;1;pääkaista
27;0;11;15;0;6993;1;tie;1;pääkaista
27;0;21;15;0;6993;1;tie;1;pääkaista
27;0;11;16;0;8021;1;tie;1;pääkaista
27;0;21;16;0;8021;1;tie;1;pääkaista
27;0;11;17;0;7208;1;tie;1;pääkaista
27;0;12;17;90;165;1;tie;4;oma_vas
27;0;13;17;4215;4339;1;tie;3;oma_oik
27;0;21;17;0;7208;1;tie;1;pääkaista
27;0;22;17;110;160;1;tie;4;oma_vas
27;0;11;18;0;3466;1;tie;1;pääkaista
27;0;11;18;3466;5805;1;tie;1;pääkaista
27;0;11;18;5805;6665;1;tie;1;pääkaista
27;0;11;18;6665;6811;1;tie;1;pääkaista
27;0;12;18;5805;6665;1;tie;2;ohitus
27;0;21;18;0;3466;1;tie;1;pääkaista
27;0;21;18;3466;5805;1;tie;1;pääkaista
27;0;21;18;5805;6665;1;tie;1;pääkaista
27;0;21;18;6665;6811;1;tie;1;pääkaista
27;0;11;19;0;5615;1;tie;1;pääkaista
27;0;21;19;0;5615;1;tie;1;pääkaista
27;0;11;20;0;5555;1;tie;1;pääkaista
27;0;11;20;5555;6559;1;tie;1;pääkaista
27;0;21;20;0;5555;1;tie;1;pääkaista
27;0;21;20;5555;6559;1;tie;1;pääkaista
27;0;11;21;0;5828;1;tie;1;pääkaista
27;0;21;21;0;5828;1;tie;1;pääkaista
27;0;11;22;0;5068;1;tie;1;pääkaista
27;0;21;22;0;5068;1;tie;1;pääkaista
27;1;11;22;5068;5134;1;tie;1;pääkaista
27;1;12;22;5068;5134;1;tie;2;ohitus
27;2;21;22;5068;5134;1;tie;1;pääkaista
27;2;22;22;5068;5134;1;tie;2;ohitus
27;0;11;23;55;4473;1;tie;1;pääkaista
27;0;21;23;55;4473;1;tie;1;pääkaista
27;1;11;23;0;55;1;tie;1;pääkaista
27;1;12;23;0;55;1;tie;2;ohitus
27;2;21;23;0;55;1;tie;1;pääkaista
27;2;22;23;0;55;1;tie;2;ohitus
27;0;11;24;0;4917;1;tie;1;pääkaista
27;0;21;24;0;4917;1;tie;1;pääkaista
27;0;11;25;0;7628;1;tie;1;pääkaista
27;0;21;25;0;7628;1;tie;1;pääkaista
27;0;11;26;0;2541;1;tie;1;pääkaista
27;0;21;26;0;2541;1;tie;1;pääkaista
27;0;11;27;0;4433;1;tie;1;pääkaista
27;0;21;27;0;4433;1;tie;1;pääkaista
27;0;11;28;0;5605;1;tie;1;pääkaista
27;0;21;28;0;5605;1;tie;1;pääkaista
27;0;11;29;0;1933;1;tie;1;pääkaista
27;0;21;29;0;1933;1;tie;1;pääkaista
27;0;22;29;0;125;1;tie;4;oma_vas
27;1;11;29;1933;2031;1;tie;1;pääkaista
27;2;21;29;1933;2031;1;tie;1;pääkaista
27;0;11;30;75;2262;1;tie;1;pääkaista
27;0;21;30;75;2262;1;tie;1;pääkaista
27;1;11;30;0;75;1;tie;1;pääkaista
27;1;11;30;2262;2597;1;tie;1;pääkaista
27;1;11;30;2597;2638;1;tie;1;pääkaista
27;2;21;30;0;75;1;tie;1;pääkaista
27;2;21;30;2262;2597;1;tie;1;pääkaista
27;2;21;30;2597;2638;1;tie;1;pääkaista
28;0;11;1;0;3472;1;tie;1;pääkaista
28;0;21;1;0;3472;1;tie;1;pääkaista
28;0;11;2;0;3202;1;tie;1;pääkaista
28;0;11;2;3202;7105;1;tie;1;pääkaista
28;0;13;2;1506;1644;1;tie;3;oma_oik
28;0;13;2;6926;7105;1;tie;3;oma_oik
28;0;21;2;0;3202;1;tie;1;pääkaista
28;0;21;2;3202;7105;1;tie;1;pääkaista
28;0;23;2;1475;1644;1;tie;3;oma_oik
28;0;23;2;7087;7105;1;tie;3;oma_oik
28;0;11;3;0;4888;1;tie;1;pääkaista
28;0;13;3;4705;4888;1;tie;3;oma_oik
28;0;21;3;0;4888;1;tie;1;pääkaista
28;0;23;3;0;171;1;tie;3;oma_oik
28;0;11;4;0;6426;1;tie;1;pääkaista
28;0;11;4;6426;10186;1;tie;1;pääkaista
28;0;21;4;0;6426;1;tie;1;pääkaista
28;0;21;4;6426;10186;1;tie;1;pääkaista
28;0;23;4;0;176;1;tie;3;oma_oik
28;0;11;6;0;2293;1;tie;1;pääkaista
28;0;11;6;2666;3365;1;tie;1;pääkaista
28;0;21;6;0;2293;1;tie;1;pääkaista
28;0;21;6;2666;3365;1;tie;1;pääkaista
28;1;11;6;2293;2666;1;tie;1;pääkaista
28;2;21;6;2293;2666;1;tie;1;pääkaista
28;0;11;7;0;302;1;tie;1;pääkaista
28;0;11;7;524;1105;1;tie;1;pääkaista
28;0;11;7;1105;3411;1;tie;1;pääkaista
28;0;11;7;3411;10268;1;tie;1;pääkaista
28;0;11;7;10635;11302;1;tie;1;pääkaista
28;0;21;7;0;302;1;tie;1;pääkaista
28;0;21;7;524;1105;1;tie;1;pääkaista
28;0;21;7;1105;3411;1;tie;1;pääkaista
28;0;21;7;3411;10268;1;tie;1;pääkaista
28;0;21;7;10635;11302;1;tie;1;pääkaista
28;1;11;7;302;524;1;tie;1;pääkaista
28;1;11;7;10268;10635;1;tie;1;pääkaista
28;2;21;7;302;524;1;tie;1;pääkaista
28;2;21;7;10268;10635;1;tie;1;pääkaista
28;0;11;9;0;2142;1;tie;1;pääkaista
28;0;21;9;0;2142;1;tie;1;pääkaista
28;0;11;10;0;2159;1;tie;1;pääkaista
28;0;21;10;0;2159;1;tie;1;pääkaista
28;0;11;11;0;5912;1;tie;1;pääkaista
28;0;21;11;0;5912;1;tie;1;pääkaista
28;0;11;12;0;4509;1;tie;1;pääkaista
28;0;21;12;0;4509;1;tie;1;pääkaista
28;0;11;13;0;2998;1;tie;1;pääkaista
28;0;11;13;2998;4059;1;tie;1;pääkaista
28;0;21;13;0;2998;1;tie;1;pääkaista
28;0;21;13;2998;4059;1;tie;1;pääkaista
28;1;11;13;4059;4193;1;tie;1;pääkaista
28;2;21;13;4059;4193;1;tie;1;pääkaista
28;0;11;14;694;734;1;tie;1;pääkaista
28;0;11;14;734;4316;1;tie;1;pääkaista
28;0;21;14;694;734;1;tie;1;pääkaista
28;0;21;14;734;4316;1;tie;1;pääkaista
28;1;11;14;0;82;1;tie;1;pääkaista
28;1;11;14;82;362;1;tie;1;pääkaista
28;1;11;14;362;694;1;tie;1;pääkaista
28;1;12;14;103;192;1;tie;4;oma_vas
28;1;12;14;540;615;1;tie;4;oma_vas
28;2;21;14;0;82;1;tie;1;pääkaista
28;2;21;14;82;362;1;tie;1;pääkaista
28;2;21;14;362;694;1;tie;1;pääkaista
28;2;22;14;435;510;1;tie;4;oma_vas
28;2;23;14;585;685;1;tie;3;oma_oik
28;0;11;15;0;30;1;tie;1;pääkaista
28;0;11;15;30;5285;1;tie;1;pääkaista
28;0;21;15;0;30;1;tie;1;pääkaista
28;0;21;15;30;5285;1;tie;1;pääkaista
28;0;11;16;0;2155;1;tie;1;pääkaista
28;0;21;16;0;2155;1;tie;1;pääkaista
28;0;11;17;0;4804;1;tie;1;pääkaista
28;0;21;17;0;4804;1;tie;1;pääkaista
28;0;11;18;0;5638;1;tie;1;pääkaista
28;0;21;18;0;5638;1;tie;1;pääkaista
28;0;11;19;0;3385;1;tie;1;pääkaista
28;0;13;19;2715;2890;1;tie;3;oma_oik
28;0;21;19;0;3385;1;tie;1;pääkaista
28;1;11;19;3385;3514;1;tie;1;pääkaista
28;2;21;19;3385;3514;1;tie;1;pääkaista
28;0;11;20;45;2802;1;tie;1;pääkaista
28;0;21;20;45;2802;1;tie;1;pääkaista
28;1;11;20;0;45;1;tie;1;pääkaista
28;2;21;20;0;45;1;tie;1;pääkaista
28;0;11;21;0;3210;1;tie;1;pääkaista
28;0;21;21;0;3210;1;tie;1;pääkaista
28;0;11;22;0;6420;1;tie;1;pääkaista
28;0;21;22;0;6420;1;tie;1;pääkaista
28;0;11;23;0;1325;1;tie;1;pääkaista
28;0;21;23;0;1325;1;tie;1;pääkaista
28;0;11;24;0;5244;1;tie;1;pääkaista
28;0;11;24;5244;9263;1;tie;1;pääkaista
28;0;21;24;0;5244;1;tie;1;pääkaista
28;0;21;24;5244;9263;1;tie;1;pääkaista
28;0;11;26;0;7759;1;tie;1;pääkaista
28;0;11;26;7759;10640;1;tie;1;pääkaista
28;0;21;26;0;7759;1;tie;1;pääkaista
28;0;21;26;7759;10640;1;tie;1;pääkaista
28;0;11;28;0;2160;1;tie;1;pääkaista
28;0;21;28;0;2160;1;tie;1;pääkaista
28;0;11;29;0;5909;1;tie;1;pääkaista
28;0;21;29;0;5909;1;tie;1;pääkaista
28;0;11;30;0;6729;1;tie;1;pääkaista
28;0;21;30;0;6729;1;tie;1;pääkaista
28;0;11;31;0;6064;1;tie;1;pääkaista
28;0;11;31;6064;8078;1;tie;1;pääkaista
28;0;21;31;0;6064;1;tie;1;pääkaista
28;0;21;31;6064;8078;1;tie;1;pääkaista
28;0;11;33;0;3258;1;tie;1;pääkaista
28;0;11;33;3258;6333;1;tie;1;pääkaista
28;0;21;33;0;3258;1;tie;1;pääkaista
28;0;21;33;3258;6333;1;tie;1;pääkaista
28;0;11;35;0;3761;1;tie;1;pääkaista
28;0;11;35;3761;9674;1;tie;1;pääkaista
28;0;21;35;0;3761;1;tie;1;pääkaista
28;0;21;35;3761;9674;1;tie;1;pääkaista
28;0;11;37;0;2050;1;tie;1;pääkaista
28;0;21;37;0;2050;1;tie;1;pääkaista
28;1;11;37;2050;2237;1;tie;1;pääkaista
28;1;12;37;2115;2237;1;tie;4;oma_vas
28;2;21;37;2050;2237;1;tie;1;pääkaista
28;2;22;37;2222;2237;1;tie;4;oma_vas
28;0;11;38;241;572;1;tie;1;pääkaista
28;0;11;38;572;7723;1;tie;1;pääkaista
28;0;11;38;7723;12095;1;tie;1;pääkaista
28;0;21;38;241;572;1;tie;1;pääkaista
28;0;21;38;572;7723;1;tie;1;pääkaista
28;0;21;38;7723;12095;1;tie;1;pääkaista
28;1;11;38;0;241;1;tie;1;pääkaista
28;1;12;38;0;2;1;tie;4;oma_vas
28;2;21;38;0;241;1;tie;1;pääkaista
28;2;22;38;0;110;1;tie;4;oma_vas
28;0;11;40;0;6187;1;tie;1;pääkaista
28;0;21;40;0;6187;1;tie;1;pääkaista
28;0;11;41;0;4169;1;tie;1;pääkaista
28;0;11;41;4169;13062;1;tie;1;pääkaista
28;0;21;41;0;4169;1;tie;1;pääkaista
28;0;21;41;4169;13062;1;tie;1;pääkaista
28;0;11;43;0;1614;1;tie;1;pääkaista
28;0;11;43;1614;2574;1;tie;1;pääkaista
28;0;11;43;2574;2954;1;tie;1;pääkaista
28;0;11;43;2954;7254;1;tie;1;pääkaista
28;0;11;43;7254;7373;1;tie;1;pääkaista
28;0;21;43;0;1614;1;tie;1;pääkaista
28;0;21;43;1614;2574;1;tie;1;pääkaista
28;0;21;43;2574;2954;1;tie;1;pääkaista
28;0;21;43;2954;7254;1;tie;1;pääkaista
28;0;21;43;7254;7373;1;tie;1;pääkaista
28;0;11;44;0;6602;1;tie;1;pääkaista
28;0;21;44;0;6602;1;tie;1;pääkaista
28;0;11;45;0;5765;1;tie;1;pääkaista
28;0;11;45;5765;6001;1;tie;1;pääkaista
28;0;11;45;6001;11040;1;tie;1;pääkaista
28;0;21;45;0;5765;1;tie;1;pääkaista
28;0;21;45;5765;6001;1;tie;1;pääkaista
28;0;21;45;6001;11040;1;tie;1;pääkaista
29;1;11;1;0;10215;1;tie;1;pääkaista
29;1;12;1;0;10215;1;tie;2;ohitus
29;2;21;1;0;10215;1;tie;1;pääkaista
29;2;22;1;0;10215;1;tie;2;ohitus
29;1;11;2;0;3775;1;tie;1;pääkaista
29;1;12;2;0;3775;1;tie;2;ohitus
29;2;21;2;0;3775;1;tie;1;pääkaista
29;2;22;2;0;3775;1;tie;2;ohitus
29;1;11;3;0;150;1;tie;1;pääkaista
29;1;11;3;150;1665;1;tie;1;pääkaista
29;1;11;3;1665;1720;1;tie;1;pääkaista
29;1;11;3;1720;2094;1;tie;1;pääkaista
29;1;11;3;2094;2120;1;tie;1;pääkaista
29;1;11;3;2120;2396;1;tie;1;pääkaista
29;1;11;3;2396;2411;1;tie;1;pääkaista
29;1;11;3;2411;2612;1;tie;1;pääkaista
29;1;12;3;0;150;1;tie;2;ohitus
29;1;12;3;150;1665;1;tie;2;ohitus
29;1;12;3;1665;1720;1;tie;2;ohitus
29;1;12;3;1720;2094;1;tie;2;ohitus
29;1;12;3;2094;2120;1;tie;2;ohitus
29;1;12;3;2120;2396;1;tie;2;ohitus
29;1;12;3;2396;2411;1;tie;2;ohitus
29;1;12;3;2411;2612;1;tie;2;ohitus
29;2;21;3;0;150;1;tie;1;pääkaista
29;2;21;3;150;1665;1;tie;1;pääkaista
29;2;21;3;1665;1720;1;tie;1;pääkaista
29;2;21;3;1720;2094;1;tie;1;pääkaista
29;2;21;3;2094;2120;1;tie;1;pääkaista
29;2;21;3;2120;2396;1;tie;1;pääkaista
29;2;21;3;2396;2411;1;tie;1;pääkaista
29;2;21;3;2411;2612;1;tie;1;pääkaista
29;2;22;3;0;150;1;tie;2;ohitus
29;2;22;3;150;1665;1;tie;2;ohitus
29;2;22;3;1665;1720;1;tie;2;ohitus
29;2;22;3;1720;2094;1;tie;2;ohitus
29;2;22;3;2094;2120;1;tie;2;ohitus
29;2;22;3;2120;2396;1;tie;2;ohitus
29;2;22;3;2396;2411;1;tie;2;ohitus
29;2;22;3;2411;2612;1;tie;2;ohitus
29;2;23;3;1405;1553;1;tie;3;oma_oik
40;0;11;1;0;1971;1;tie;1;pääkaista
40;0;11;1;2986;5085;1;tie;1;pääkaista
40;0;21;1;0;1971;1;tie;1;pääkaista
40;0;21;1;2986;5085;1;tie;1;pääkaista
40;1;11;1;1971;2986;1;tie;1;pääkaista
40;1;11;1;5085;5192;1;tie;1;pääkaista
40;2;21;1;1971;2986;1;tie;1;pääkaista
40;2;21;1;5085;5192;1;tie;1;pääkaista
40;0;11;2;237;1215;1;tie;1;pääkaista
40;0;11;2;1493;1619;1;tie;1;pääkaista
40;0;11;2;1973;2356;1;tie;1;pääkaista
40;0;21;2;237;1215;1;tie;1;pääkaista
40;0;21;2;1493;1619;1;tie;1;pääkaista
40;0;21;2;1973;2356;1;tie;1;pääkaista
40;1;11;2;0;237;1;tie;1;pääkaista
40;1;11;2;1215;1493;1;tie;1;pääkaista
40;1;11;2;1619;1973;1;tie;1;pääkaista
40;1;11;2;2356;2900;1;tie;1;pääkaista
40;1;11;2;2900;4197;1;tie;1;pääkaista
40;1;11;2;4197;4390;1;tie;1;pääkaista
40;1;11;2;4390;4591;1;tie;1;pääkaista
40;1;12;2;2900;4197;1;tie;2;ohitus
40;1;12;2;4197;4390;1;tie;2;ohitus
40;1;12;2;4390;4591;1;tie;2;ohitus
40;1;13;2;1250;1325;1;tie;3;oma_oik
40;2;21;2;0;237;1;tie;1;pääkaista
40;2;21;2;1215;1493;1;tie;1;pääkaista
40;2;21;2;1619;1973;1;tie;1;pääkaista
40;2;21;2;2356;2900;1;tie;1;pääkaista
40;2;21;2;2900;4197;1;tie;1;pääkaista
40;2;21;2;4197;4390;1;tie;1;pääkaista
40;2;21;2;4390;4591;1;tie;1;pääkaista
40;2;22;2;1316;1450;1;tie;4;oma_vas
40;2;22;2;2900;4197;1;tie;2;ohitus
40;2;22;2;4197;4390;1;tie;2;ohitus
40;2;22;2;4390;4591;1;tie;2;ohitus
40;1;11;3;0;115;1;tie;1;pääkaista
40;1;11;3;115;360;1;tie;1;pääkaista
40;1;11;3;360;600;1;tie;1;pääkaista
40;1;11;3;600;1170;1;tie;1;pääkaista
40;1;11;3;1170;1590;1;tie;1;pääkaista
40;1;11;3;1590;2880;1;tie;1;pääkaista
40;1;11;3;2880;3560;1;tie;1;pääkaista
40;1;11;3;3560;3700;1;tie;1;pääkaista
40;1;11;3;3700;4005;1;tie;1;pääkaista
40;1;11;3;4005;6317;1;tie;1;pääkaista
40;1;12;3;0;115;1;tie;2;ohitus
40;1;12;3;115;360;1;tie;2;ohitus
40;1;12;3;360;600;1;tie;2;ohitus
40;1;12;3;600;1170;1;tie;2;ohitus
40;1;12;3;1170;1590;1;tie;2;ohitus
40;1;12;3;1590;2880;1;tie;2;ohitus
40;1;12;3;2880;3560;1;tie;2;ohitus
40;1;12;3;3560;3700;1;tie;2;ohitus
40;1;12;3;3700;4005;1;tie;2;ohitus
40;1;12;3;4005;6317;1;tie;2;ohitus
40;1;13;3;115;360;1;tie;8;sekoittum
40;1;13;3;360;600;1;tie;8;sekoittum
40;1;13;3;1170;1590;1;tie;8;sekoittum
40;1;13;3;3560;3700;1;tie;8;sekoittum
40;1;13;3;3700;4005;1;tie;8;sekoittum
40;2;21;3;0;115;1;tie;1;pääkaista
40;2;21;3;115;360;1;tie;1;pääkaista
40;2;21;3;360;600;1;tie;1;pääkaista
40;2;21;3;600;1170;1;tie;1;pääkaista
40;2;21;3;1170;1590;1;tie;1;pääkaista
40;2;21;3;1590;2880;1;tie;1;pääkaista
40;2;21;3;2880;3560;1;tie;1;pääkaista
40;2;21;3;3560;3700;1;tie;1;pääkaista
40;2;21;3;3700;4005;1;tie;1;pääkaista
40;2;21;3;4005;6317;1;tie;1;pääkaista
40;2;22;3;0;115;1;tie;2;ohitus
40;2;22;3;115;360;1;tie;2;ohitus
40;2;22;3;360;600;1;tie;2;ohitus
40;2;22;3;600;1170;1;tie;2;ohitus
40;2;22;3;1170;1590;1;tie;2;ohitus
40;2;22;3;1590;2880;1;tie;2;ohitus
40;2;22;3;2880;3560;1;tie;2;ohitus
