tie;ajorata;kaista;osa;aet;let;tietyyppi;s_tietyyppi;katyyppi;s_katyyppi
15921;0;21;2;0;4339;1;tie;1;pääkaista
15921;0;21;2;4339;6157;1;tie;1;pääkaista
15921;0;21;2;6157;6249;1;tie;1;pääkaista
15922;0;11;1;0;2780;1;tie;1;pääkaista
15922;0;21;1;0;2780;1;tie;1;pääkaista
15922;0;11;2;0;2856;1;tie;1;pääkaista
15922;0;11;2;2856;3196;1;tie;1;pääkaista
15922;0;11;2;3196;3684;1;tie;1;pääkaista
15922;0;21;2;0;2856;1;tie;1;pääkaista
15922;0;21;2;2856;3196;1;tie;1;pääkaista
15922;0;21;2;3196;3684;1;tie;1;pääkaista
15923;0;11;1;0;3635;1;tie;1;pääkaista
15923;0;21;1;0;3635;1;tie;1;pääkaista
15924;0;11;1;0;4656;1;tie;1;pääkaista
15924;0;21;1;0;4656;1;tie;1;pääkaista
15924;0;11;2;0;4263;1;tie;1;pääkaista
15924;0;21;2;0;4263;1;tie;1;pääkaista
15924;0;11;3;0;3047;1;tie;1;pääkaista
15924;0;21;3;0;3047;1;tie;1;pääkaista
15924;0;11;4;0;3821;1;tie;1;pääkaista
15924;0;11;4;3821;3830;1;tie;1;pääkaista
15924;0;21;4;0;3821;1;tie;1;pääkaista
15924;0;21;4;3821;3830;1;tie;1;pääkaista
15925;0;11;1;0;1473;1;tie;1;pääkaista
15925;0;11;1;1473;6941;1;tie;1;pääkaista
15925;0;21;1;0;1473;1;tie;1;pääkaista
15925;0;21;1;1473;6941;1;tie;1;pääkaista
15927;0;11;1;0;2491;1;tie;1;pääkaista
15927;0;21;1;0;2491;1;tie;1;pääkaista
15927;0;11;2;0;276;1;tie;1;pääkaista
15927;0;11;2;276;4976;1;tie;1;pääkaista
15927;0;21;2;0;276;1;tie;1;pääkaista
15927;0;21;2;276;4976;1;tie;1;pääkaista
15928;0;11;1;0;328;1;tie;1;pääkaista
15928;0;11;1;328;5306;1;tie;1;pääkaista
15928;0;21;1;0;328;1;tie;1;pääkaista
15928;0;21;1;328;5306;1;tie;1;pääkaista
15928;0;11;2;0;3900;1;tie;1;pääkaista
15928;0;21;2;0;3900;1;tie;1;pääkaista
15929;0;11;1;0;112;1;tie;1;pääkaista
15929;0;11;1;112;4960;1;tie;1;pääkaista
15929;0;11;1;4960;5806;1;tie;1;pääkaista
15929;0;21;1;0;112;1;tie;1;pääkaista
15929;0;21;1;112;4960;1;tie;1;pääkaista
15929;0;21;1;4960;5806;1;tie;1;pääkaista
15930;0;11;1;0;53;1;tie;1;pääkaista
15930;0;11;1;53;3657;1;tie;1;pääkaista
15930;0;21;1;0;53;1;tie;1;pääkaista
15930;0;21;1;53;3657;1;tie;1;pääkaista
15930;0;11;2;0;4825;1;tie;1;pääkaista
15930;0;21;2;0;4825;1;tie;1;pääkaista
15931;0;11;1;0;3692;1;tie;1;pääkaista
15931;0;21;1;0;3692;1;tie;1;pääkaista
15931;0;11;2;0;5306;1;tie;1;pääkaista
15931;0;21;2;0;5306;1;tie;1;pääkaista
15931;0;11;3;0;2864;1;tie;1;pääkaista
15931;0;11;3;2864;5940;1;tie;1;pääkaista
15931;0;21;3;0;2864;1;tie;1;pääkaista
15931;0;21;3;2864;5940;1;tie;1;pääkaista
15932;0;11;1;0;11085;1;tie;1;pääkaista
15932;0;21;1;0;11085;1;tie;1;pääkaista
15933;0;11;1;0;31;1;tie;1;pääkaista
15933;0;11;1;31;330;1;tie;1;pääkaista
15933;0;11;1;330;684;1;tie;1;pääkaista
15933;0;11;1;684;2818;1;tie;1;pääkaista
15933;0;11;1;2818;10555;1;tie;1;pääkaista
15933;0;21;1;0;31;1;tie;1;pääkaista
15933;0;21;1;31;330;1;tie;1;pääkaista
15933;0;21;1;330;684;1;tie;1;pääkaista
15933;0;21;1;684;2818;1;tie;1;pääkaista
15933;0;21;1;2818;10555;1;tie;1;pääkaista
15934;0;11;1;0;3744;1;tie;1;pääkaista
15934;0;21;1;0;3744;1;tie;1;pääkaista
15934;0;11;2;0;3224;1;tie;1;pääkaista
15934;0;21;2;0;3224;1;tie;1;pääkaista
15936;0;11;1;0;95;1;tie;1;pääkaista
15936;0;11;1;95;4423;1;tie;1;pääkaista
15936;0;21;1;0;95;1;tie;1;pääkaista
15936;0;21;1;95;4423;1;tie;1;pääkaista
15937;0;11;1;0;7233;1;tie;1;pääkaista
15937;0;21;1;0;7233;1;tie;1;pääkaista
15937;0;11;2;0;2914;1;tie;1;pääkaista
15937;0;11;2;2914;3662;1;tie;1;pääkaista
15937;0;21;2;0;2914;1;tie;1;pääkaista
15937;0;21;2;2914;3662;1;tie;1;pääkaista
15939;0;11;1;0;6707;1;tie;1;pääkaista
15939;0;11;1;6707;12192;1;tie;1;pääkaista
15939;0;21;1;0;6707;1;tie;1;pääkaista
15939;0;21;1;6707;12192;1;tie;1;pääkaista
15940;0;11;1;0;6957;1;tie;1;pääkaista
15940;0;21;1;0;6957;1;tie;1;pääkaista
15941;0;11;1;0;2986;1;tie;1;pääkaista
15941;0;21;1;0;2986;1;tie;1;pääkaista
15942;0;11;1;0;475;1;tie;1;pääkaista
15942;0;11;1;475;5016;1;tie;1;pääkaista
15942;0;21;1;0;475;1;tie;1;pääkaista
15942;0;21;1;475;5016;1;tie;1;pääkaista
15943;0;11;1;0;7125;1;tie;1;pääkaista
15943;0;21;1;0;7125;1;tie;1;pääkaista
15943;0;11;2;0;5860;1;tie;1;pääkaista
15943;0;21;2;0;5860;1;tie;1;pääkaista
15945;0;11;1;0;4874;1;tie;1;pääkaista
15945;0;21;1;0;4874;1;tie;1;pääkaista
15945;0;11;2;0;900;1;tie;1;pääkaista
15945;0;11;2;900;1720;1;tie;1;pääkaista
15945;0;11;2;1720;5260;1;tie;1;pääkaista
15945;0;21;2;0;900;1;tie;1;pääkaista
15945;0;21;2;900;1720;1;tie;1;pääkaista
15945;0;21;2;1720;5260;1;tie;1;pääkaista
15946;0;11;1;0;605;1;tie;1;pääkaista
15946;0;11;1;605;655;1;tie;1;pääkaista
15946;0;11;1;655;7158;1;tie;1;pääkaista
15946;0;11;1;7158;7318;1;tie;1;pääkaista
15946;0;21;1;0;605;1;tie;1;pääkaista
15946;0;21;1;605;655;1;tie;1;pääkaista
15946;0;21;1;655;7158;1;tie;1;pääkaista
15946;0;21;1;7158;7318;1;tie;1;pääkaista
15948;0;11;1;0;35;1;tie;1;pääkaista
15948;0;11;1;35;3150;1;tie;1;pääkaista
15948;0;21;1;0;35;1;tie;1;pääkaista
15948;0;21;1;35;3150;1;tie;1;pääkaista
15948;0;11;2;0;4180;1;tie;1;pääkaista
15948;0;11;2;4180;4245;1;tie;1;pääkaista
15948;0;21;2;0;4180;1;tie;1;pääkaista
15948;0;21;2;4180;4245;1;tie;1;pääkaista
15949;0;11;1;0;2793;1;tie;1;pääkaista
15949;0;11;1;2793;2933;1;tie;1;pääkaista
15949;0;11;1;2933;4671;1;tie;1;pääkaista
15949;0;21;1;0;2793;1;tie;1;pääkaista
15949;0;21;1;2793;2933;1;tie;1;pääkaista
15949;0;21;1;2933;4671;1;tie;1;pääkaista
15951;0;11;1;0;1201;1;tie;1;pääkaista
15951;0;11;1;1201;1425;1;tie;1;pääkaista
15951;0;11;1;1425;3289;1;tie;1;pääkaista
15951;0;21;1;0;1201;1;tie;1;pääkaista
15951;0;21;1;1201;1425;1;tie;1;pääkaista
15951;0;21;1;1425;3289;1;tie;1;pääkaista
15953;0;11;1;0;71;1;tie;1;pääkaista
15953;0;11;1;71;235;1;tie;1;pääkaista
15953;0;11;1;235;332;1;tie;1;pääkaista
15953;0;11;1;332;400;1;tie;1;pääkaista
15953;0;11;1;400;1580;1;tie;1;pääkaista
15953;0;11;1;1580;1730;1;tie;1;pääkaista
15953;0;11;1;1730;5222;1;tie;1;pääkaista
15953;0;21;1;0;71;1;tie;1;pääkaista
15953;0;21;1;71;235;1;tie;1;pääkaista
15953;0;21;1;235;332;1;tie;1;pääkaista
15953;0;21;1;332;400;1;tie;1;pääkaista
15953;0;21;1;400;1580;1;tie;1;pääkaista
15953;0;21;1;1580;1730;1;tie;1;pääkaista
15953;0;21;1;1730;5222;1;tie;1;pääkaista
15953;0;11;2;0;1640;1;tie;1;pääkaista
15953;0;11;2;1640;1812;1;tie;1;pääkaista
15953;0;11;2;1812;4830;1;tie;1;pääkaista
15953;0;21;2;0;1640;1;tie;1;pääkaista
15953;0;21;2;1640;1812;1;tie;1;pääkaista
15953;0;21;2;1812;4830;1;tie;1;pääkaista
16002;0;11;1;0;4160;1;tie;1;pääkaista
16002;0;21;1;0;4160;1;tie;1;pääkaista
16002;0;11;2;0;4752;1;tie;1;pääkaista
16002;0;21;2;0;4752;1;tie;1;pääkaista
16003;0;11;1;0;5099;1;tie;1;pääkaista
16003;0;21;1;0;5099;1;tie;1;pääkaista
16004;0;11;1;0;7876;1;tie;1;pääkaista
16004;0;21;1;0;7876;1;tie;1;pääkaista
16005;0;11;1;0;5338;1;tie;1;pääkaista
16005;0;11;1;5338;6905;1;tie;1;pääkaista
16005;0;11;1;6905;6975;1;tie;1;pääkaista
16005;0;21;1;0;5338;1;tie;1;pääkaista
16005;0;21;1;5338;6905;1;tie;1;pääkaista
16005;0;21;1;6905;6975;1;tie;1;pääkaista
16007;0;11;1;0;7228;1;tie;1;pääkaista
16007;0;11;1;7228;7322;1;tie;1;pääkaista
16007;0;21;1;0;7228;1;tie;1;pääkaista
16007;0;21;1;7228;7322;1;tie;1;pääkaista
16008;0;11;1;0;5736;1;tie;1;pääkaista
16008;0;21;1;0;5736;1;tie;1;pääkaista
16008;0;11;2;0;9705;1;tie;1;pääkaista
16008;0;21;2;0;9705;1;tie;1;pääkaista
16008;0;11;3;0;820;1;tie;1;pääkaista
16008;0;11;3;820;5482;1;tie;1;pääkaista
16008;0;21;3;0;820;1;tie;1;pääkaista
16008;0;21;3;820;5482;1;tie;1;pääkaista
16009;0;11;1;0;4672;1;tie;1;pääkaista
16009;0;21;1;0;4672;1;tie;1;pääkaista
16009;0;11;2;0;1080;1;tie;1;pääkaista
16009;0;11;2;1080;8126;1;tie;1;pääkaista
16009;0;21;2;0;1080;1;tie;1;pääkaista
16009;0;21;2;1080;8126;1;tie;1;pääkaista
16009;0;11;3;0;3419;1;tie;1;pääkaista
16009;0;11;3;3419;4019;1;tie;1;pääkaista
16009;0;21;3;0;3419;1;tie;1;pääkaista
16009;0;21;3;3419;4019;1;tie;1;pääkaista
16011;0;11;1;0;44;1;tie;1;pääkaista
16011;0;11;1;44;4250;1;tie;1;pääkaista
16011;0;21;1;0;44;1;tie;1;pääkaista
16011;0;21;1;44;4250;1;tie;1;pääkaista
16015;0;11;1;0;5116;1;tie;1;pääkaista
16015;0;11;1;5116;9595;1;tie;1;pääkaista
16015;0;21;1;0;5116;1;tie;1;pääkaista
16015;0;21;1;5116;9595;1;tie;1;pääkaista
16017;0;11;1;0;8903;1;tie;1;pääkaista
16017;0;21;1;0;8903;1;tie;1;pääkaista
16019;0;11;1;0;5085;1;tie;1;pääkaista
16019;0;21;1;0;5085;1;tie;1;pääkaista
16021;0;11;1;0;5228;1;tie;1;pääkaista
16021;0;11;1;5228;5413;1;tie;1;pääkaista
16021;0;21;1;0;5228;1;tie;1;pääkaista
16021;0;21;1;5228;5413;1;tie;1;pääkaista
16021;0;11;2;0;7417;1;tie;1;pääkaista
16021;0;11;2;7417;8329;1;tie;1;pääkaista
16021;0;21;2;0;7417;1;tie;1;pääkaista
16021;0;21;2;7417;8329;1;tie;1;pääkaista
16022;0;11;1;0;10070;1;tie;1;pääkaista
16022;0;21;1;0;10070;1;tie;1;pääkaista
16024;0;11;1;0;2635;1;tie;1;pääkaista
16024;0;11;1;2635;7023;1;tie;1;pääkaista
16024;0;21;1;0;2635;1;tie;1;pääkaista
16024;0;21;1;2635;7023;1;tie;1;pääkaista
16027;0;11;1;0;4320;1;tie;1;pääkaista
16027;0;21;1;0;4320;1;tie;1;pääkaista
16027;0;11;2;0;6314;1;tie;1;pääkaista
16027;0;21;2;0;6314;1;tie;1;pääkaista
16027;0;11;3;0;9250;1;tie;1;pääkaista
16027;0;21;3;0;9250;1;tie;1;pääkaista
16029;0;11;1;0;5790;1;tie;1;pääkaista
16029;0;21;1;0;5790;1;tie;1;pääkaista
16029;0;11;2;0;3315;1;tie;1;pääkaista
16029;0;21;2;0;3315;1;tie;1;pääkaista
16031;0;11;1;0;4690;1;tie;1;pääkaista
16031;0;11;1;4690;7918;1;tie;1;pääkaista
16031;0;21;1;0;4690;1;tie;1;pääkaista
16031;0;21;1;4690;7918;1;tie;1;pääkaista
16033;0;11;1;0;7945;1;tie;1;pääkaista
16033;0;21;1;0;7945;1;tie;1;pääkaista
16035;0;11;1;0;6761;1;tie;1;pääkaista
16035;0;11;1;6761;10224;1;tie;1;pääkaista
16035;0;21;1;0;6761;1;tie;1;pääkaista
16035;0;21;1;6761;10224;1;tie;1;pääkaista
16036;0;11;1;0;12182;1;tie;1;pääkaista
16036;0;21;1;0;12182;1;tie;1;pääkaista
16037;0;11;1;0;7804;1;tie;1;pääkaista
16037;0;21;1;0;7804;1;tie;1;pääkaista
16037;0;11;2;0;3865;1;tie;1;pääkaista
16037;0;11;2;3865;6635;1;tie;1;pääkaista
16037;0;11;2;6635;9155;1;tie;1;pääkaista
16037;0;21;2;0;3865;1;tie;1;pääkaista
16037;0;21;2;3865;6635;1;tie;1;pääkaista
16037;0;21;2;6635;9155;1;tie;1;pääkaista
16037;0;11;4;0;3886;1;tie;1;pääkaista
16037;0;21;4;0;3886;1;tie;1;pääkaista
16037;0;11;5;0;3882;1;tie;1;pääkaista
16037;0;21;5;0;3882;1;tie;1;pääkaista
16038;0;11;1;0;8250;1;tie;1;pääkaista
16038;0;21;1;0;8250;1;tie;1;pääkaista
16039;0;11;1;0;7347;1;tie;1;pääkaista
16039;0;11;1;7347;11045;1;tie;1;pääkaista
16039;0;21;1;0;7347;1;tie;1;pääkaista
16039;0;21;1;7347;11045;1;tie;1;pääkaista
16041;0;11;1;0;2600;1;tie;1;pääkaista
16041;0;21;1;0;2600;1;tie;1;pääkaista
16041;0;11;2;0;6664;1;tie;1;pääkaista
16041;0;21;2;0;6664;1;tie;1;pääkaista
16043;0;11;1;0;5170;1;tie;1;pääkaista
16043;0;11;1;5170;6984;1;tie;1;pääkaista
16043;0;21;1;0;5170;1;tie;1;pääkaista
16043;0;21;1;5170;6984;1;tie;1;pääkaista
16043;0;11;2;0;4158;1;tie;1;pääkaista
16043;0;21;2;0;4158;1;tie;1;pääkaista
16044;0;11;1;0;467;1;tie;1;pääkaista
16044;0;11;1;467;1069;1;tie;1;pääkaista
16044;0;21;1;0;467;1;tie;1;pääkaista
16044;0;21;1;467;1069;1;tie;1;pääkaista
16045;0;11;1;0;4124;1;tie;1;pääkaista
16045;0;21;1;0;4124;1;tie;1;pääkaista
16045;0;11;2;0;7653;1;tie;1;pääkaista
16045;0;21;2;0;7653;1;tie;1;pääkaista
16046;0;11;1;0;6400;1;tie;1;pääkaista
16046;0;21;1;0;6400;1;tie;1;pääkaista
16046;0;11;2;0;6878;1;tie;1;pääkaista
16046;0;21;2;0;6878;1;tie;1;pääkaista
16047;0;11;1;0;3914;1;tie;1;pääkaista
16047;0;21;1;0;3914;1;tie;1;pääkaista
16049;0;11;1;0;4598;1;tie;1;pääkaista
16049;0;11;1;4598;7958;1;tie;1;pääkaista
16049;0;21;1;0;4598;1;tie;1;pääkaista
16049;0;21;1;4598;7958;1;tie;1;pääkaista
16051;0;11;1;0;7589;1;tie;1;pääkaista
16051;0;21;1;0;7589;1;tie;1;pääkaista
16051;0;11;2;0;4368;1;tie;1;pääkaista
16051;0;21;2;0;4368;1;tie;1;pääkaista
16051;0;11;3;0;5596;1;tie;1;pääkaista
16051;0;21;3;0;5596;1;tie;1;pääkaista
16053;0;11;1;0;5414;1;tie;1;pääkaista
16053;0;21;1;0;5414;1;tie;1;pääkaista
16057;0;11;1;0;6367;1;tie;1;pääkaista
16057;0;21;1;0;6367;1;tie;1;pääkaista
16058;0;11;1;0;3606;1;tie;1;pääkaista
16058;0;11;1;3606;4898;1;tie;1;pääkaista
16058;0;21;1;0;3606;1;tie;1;pääkaista
16058;0;21;1;3606;4898;1;tie;1;pääkaista
16059;0;11;1;0;7595;1;tie;1;pääkaista
16059;0;21;1;0;7595;1;tie;1;pääkaista
16061;0;11;1;0;6927;1;tie;1;pääkaista
16061;0;21;1;0;6927;1;tie;1;pääkaista
16063;0;11;1;0;7476;1;tie;1;pääkaista
16063;0;21;1;0;7476;1;tie;1;pääkaista
16063;0;11;2;0;6595;1;tie;1;pääkaista
16063;0;21;2;0;6595;1;tie;1;pääkaista
16065;0;11;1;0;5501;1;tie;1;pääkaista
16065;0;11;1;5501;12104;1;tie;1;pääkaista
16065;0;21;1;0;5501;1;tie;1;pääkaista
16065;0;21;1;5501;12104;1;tie;1;pääkaista
16065;0;11;3;0;5824;1;tie;1;pääkaista
16065;0;21;3;0;5824;1;tie;1;pääkaista
16067;0;11;1;0;6177;1;tie;1;pääkaista
16067;0;21;1;0;6177;1;tie;1;pääkaista
16069;0;11;1;0;4230;1;tie;1;pääkaista
16069;0;21;1;0;4230;1;tie;1;pääkaista
16069;0;11;2;0;4845;1;tie;1;pääkaista
16069;0;21;2;0;4845;1;tie;1;pääkaista
16069;0;11;3;0;4978;1;tie;1;pääkaista
16069;0;21;3;0;4978;1;tie;1;pääkaista
16071;0;11;1;0;7321;1;tie;1;pääkaista
16071;0;21;1;0;7321;1;tie;1;pääkaista
16073;0;11;1;0;6912;1;tie;1;pääkaista
16073;0;11;1;6912;6988;1;tie;1;pääkaista
16073;0;21;1;0;6912;1;tie;1;pääkaista
16073;0;21;1;6912;6988;1;tie;1;pääkaista
16073;0;11;2;0;6327;1;tie;1;pääkaista
16073;0;21;2;0;6327;1;tie;1;pääkaista
16074;0;11;1;0;7148;1;tie;1;pääkaista
16074;0;21;1;0;7148;1;tie;1;pääkaista
16075;0;11;1;0;9017;1;tie;1;pääkaista
16075;0;21;1;0;9017;1;tie;1;pääkaista
16076;0;11;1;0;8965;1;tie;1;pääkaista
16076;0;21;1;0;8965;1;tie;1;pääkaista
16076;0;11;2;0;1228;1;tie;1;pääkaista
16076;0;21;2;0;1228;1;tie;1;pääkaista
16077;0;11;1;0;5948;1;tie;1;pääkaista
16077;0;21;1;0;5948;1;tie;1;pääkaista
16078;0;11;1;0;10100;1;tie;1;pääkaista
16078;0;21;1;0;10100;1;tie;1;pääkaista
16079;0;11;1;0;869;1;tie;1;pääkaista
16079;0;21;1;0;869;1;tie;1;pääkaista
16081;0;11;1;0;2115;3;katu;1;pääkaista
16081;0;21;1;0;2115;3;katu;1;pääkaista
16082;0;11;1;0;1040;1;tie;1;pääkaista
16082;0;11;1;1040;6356;1;tie;1;pääkaista
16082;0;11;1;6356;7021;3;katu;1;pääkaista
16082;0;21;1;0;1040;1;tie;1;pääkaista
16082;0;21;1;1040;6356;1;tie;1;pääkaista
16082;0;21;1;6356;7021;3;katu;1;pääkaista
16083;0;11;1;0;7497;1;tie;1;pääkaista
16083;0;21;1;0;7497;1;tie;1;pääkaista
16085;0;11;1;0;6572;1;tie;1;pääkaista
16085;0;21;1;0;6572;1;tie;1;pääkaista
16085;0;11;2;0;7407;1;tie;1;pääkaista
16085;0;21;2;0;7407;1;tie;1;pääkaista
16086;0;11;1;0;8622;1;tie;1;pääkaista
16086;0;21;1;0;8622;1;tie;1;pääkaista
16087;0;11;1;0;4251;1;tie;1;pääkaista
16087;0;21;1;0;4251;1;tie;1;pääkaista
16087;0;11;2;0;4456;1;tie;1;pääkaista
16087;0;11;2;4456;7734;1;tie;1;pääkaista
16087;0;11;2;7734;13137;1;tie;1;pääkaista
16087;0;21;2;0;4456;1;tie;1;pääkaista
16087;0;21;2;4456;7734;1;tie;1;pääkaista
16087;0;21;2;7734;13137;1;tie;1;pääkaista
16087;0;11;4;0;4535;1;tie;1;pääkaista
16087;0;21;4;0;4535;1;tie;1;pääkaista
16087;0;11;5;0;6480;1;tie;1;pääkaista
16087;0;21;5;0;6480;1;tie;1;pääkaista
16089;0;11;1;0;3905;1;tie;1;pääkaista
16089;0;11;1;3905;5513;1;tie;1;pääkaista
16089;0;21;1;0;3905;1;tie;1;pääkaista
16089;0;21;1;3905;5513;1;tie;1;pääkaista
16089;0;11;2;0;3945;1;tie;1;pääkaista
16089;0;21;2;0;3945;1;tie;1;pääkaista
16089;0;11;3;0;4598;1;tie;1;pääkaista
16089;0;21;3;0;4598;1;tie;1;pääkaista
16089;0;11;4;0;5984;1;tie;1;pääkaista
16089;0;21;4;0;5984;1;tie;1;pääkaista
16090;0;11;1;0;771;1;tie;1;pääkaista
16090;0;11;1;771;1428;1;tie;1;pääkaista
16090;0;21;1;0;771;1;tie;1;pääkaista
16090;0;21;1;771;1428;1;tie;1;pääkaista
16091;0;11;1;0;6073;1;tie;1;pääkaista
16091;0;21;1;0;6073;1;tie;1;pääkaista
16091;0;11;2;0;2446;1;tie;1;pääkaista
16091;0;11;2;2446;5882;1;tie;1;pääkaista
16091;0;21;2;0;2446;1;tie;1;pääkaista
16091;0;21;2;2446;5882;1;tie;1;pääkaista
16093;0;11;1;0;4037;1;tie;1;pääkaista
16093;0;21;1;0;4037;1;tie;1;pääkaista
16096;0;11;1;0;6140;1;tie;1;pääkaista
16096;0;21;1;0;6140;1;tie;1;pääkaista
16097;0;11;1;0;2060;1;tie;1;pääkaista
16097;0;11;1;2060;3414;3;katu;1;pääkaista
16097;0;21;1;0;2060;1;tie;1;pääkaista
16097;0;21;1;2060;3414;3;katu;1;pääkaista
16100;0;11;1;0;2641;1;tie;1;pääkaista
16100;0;11;1;2641;10014;1;tie;1;pääkaista
16100;0;21;1;0;2641;1;tie;1;pääkaista
16100;0;21;1;2641;10014;1;tie;1;pääkaista
16101;0;11;1;0;4957;1;tie;1;pääkaista
16101;0;21;1;0;4957;1;tie;1;pääkaista
16103;0;11;1;0;3909;1;tie;1;pääkaista
16103;0;11;1;3909;6864;1;tie;1;pääkaista
16103;0;21;1;0;3909;1;tie;1;pääkaista
16103;0;21;1;3909;6864;1;tie;1;pääkaista
16107;0;11;1;0;5341;1;tie;1;pääkaista
16107;0;21;1;0;5341;1;tie;1;pääkaista
16107;0;11;2;0;9504;1;tie;1;pääkaista
16107;0;21;2;0;9504;1;tie;1;pääkaista
16109;0;11;1;0;3687;1;tie;1;pääkaista
16109;0;21;1;0;3687;1;tie;1;pääkaista
16111;0;11;1;0;3679;1;tie;1;pääkaista
16111;0;11;1;3679;5286;1;tie;1;pääkaista
16111;0;21;1;0;3679;1;tie;1;pääkaista
16111;0;21;1;3679;5286;1;tie;1;pääkaista
16111;0;11;2;0;1118;1;tie;1;pääkaista
16111;0;11;2;1118;7418;1;tie;1;pääkaista
16111;0;21;2;0;1118;1;tie;1;pääkaista
16111;0;21;2;1118;7418;1;tie;1;pääkaista
16113;0;11;1;0;6998;1;tie;1;pääkaista
16113;0;21;1;0;6998;1;tie;1;pääkaista
16115;0;11;1;0;3898;1;tie;1;pääkaista
16115;0;21;1;0;3898;1;tie;1;pääkaista
16117;0;11;1;0;3672;1;tie;1;pääkaista
16117;0;21;1;0;3672;1;tie;1;pääkaista
16118;0;11;1;0;128;1;tie;1;pääkaista
16118;0;11;1;128;3261;1;tie;1;pääkaista
16118;0;11;1;3261;10477;1;tie;1;pääkaista
16118;0;21;1;0;128;1;tie;1;pääkaista
16118;0;21;1;128;3261;1;tie;1;pääkaista
16118;0;21;1;3261;10477;1;tie;1;pääkaista
16119;0;11;1;0;8305;1;tie;1;pääkaista
16119;0;11;1;8305;12723;1;tie;1;pääkaista
16119;0;21;1;0;8305;1;tie;1;pääkaista
16119;0;21;1;8305;12723;1;tie;1;pääkaista
16119;0;11;3;0;6734;1;tie;1;pääkaista
16119;0;21;3;0;6734;1;tie;1;pääkaista
16120;0;11;1;0;8122;1;tie;1;pääkaista
16120;0;21;1;0;8122;1;tie;1;pääkaista
16121;0;11;1;0;6744;1;tie;1;pääkaista
16121;0;21;1;0;6744;1;tie;1;pääkaista
16122;0;11;1;0;8858;1;tie;1;pääkaista
16122;0;21;1;0;8858;1;tie;1;pääkaista
16123;0;11;1;0;6713;1;tie;1;pääkaista
16123;0;21;1;0;6713;1;tie;1;pääkaista
16125;0;11;1;0;7326;1;tie;1;pääkaista
16125;0;21;1;0;7326;1;tie;1;pääkaista
16127;0;11;1;0;7174;1;tie;1;pääkaista
16127;0;21;1;0;7174;1;tie;1;pääkaista
16128;0;11;1;0;2707;1;tie;1;pääkaista
16128;0;21;1;0;2707;1;tie;1;pääkaista
16131;0;11;1;0;2937;1;tie;1;pääkaista
16131;0;21;1;0;2937;1;tie;1;pääkaista
16131;0;11;2;0;4937;1;tie;1;pääkaista
16131;0;11;2;4937;6810;1;tie;1;pääkaista
16131;0;21;2;0;4937;1;tie;1;pääkaista
16131;0;21;2;4937;6810;1;tie;1;pääkaista
16132;0;11;1;0;5794;1;tie;1;pääkaista
16132;0;21;1;0;5794;1;tie;1;pääkaista
16133;0;11;1;0;2529;3;katu;1;pääkaista
16133;0;21;1;0;2529;3;katu;1;pääkaista
16135;0;11;1;0;2752;1;tie;1;pääkaista
16135;0;21;1;0;2752;1;tie;1;pääkaista
16135;0;11;2;0;5695;1;tie;1;pääkaista
16135;0;11;2;5695;8225;1;tie;1;pääkaista
16135;0;21;2;0;5695;1;tie;1;pääkaista
16135;0;21;2;5695;8225;1;tie;1;pääkaista
16137;0;11;1;0;7792;1;tie;1;pääkaista
16137;0;21;1;0;7792;1;tie;1;pääkaista
16137;0;11;2;0;2446;1;tie;1;pääkaista
16137;0;11;2;2446;7197;1;tie;1;pääkaista
16137;0;21;2;0;2446;1;tie;1;pääkaista
16137;0;21;2;2446;7197;1;tie;1;pääkaista
16139;0;11;1;0;4892;1;tie;1;pääkaista
16139;0;11;1;4892;11422;1;tie;1;pääkaista
16139;0;21;1;0;4892;1;tie;1;pääkaista
16139;0;21;1;4892;11422;1;tie;1;pääkaista
16140;0;11;1;0;6213;1;tie;1;pääkaista
16140;0;21;1;0;6213;1;tie;1;pääkaista
16141;0;11;1;0;7215;1;tie;1;pääkaista
16141;0;21;1;0;7215;1;tie;1;pääkaista
16143;0;11;1;0;8772;1;tie;1;pääkaista
16143;0;21;1;0;8772;1;tie;1;pääkaista
16145;0;11;1;0;2869;1;tie;1;pääkaista
16145;0;21;1;0;2869;1;tie;1;pääkaista
16145;0;11;2;0;8869;1;tie;1;pääkaista
16145;0;21;2;0;8869;1;tie;1;pääkaista
16145;0;11;3;0;5871;1;tie;1;pääkaista
16145;0;21;3;0;5871;1;tie;1;pääkaista
16145;0;11;4;0;6024;1;tie;1;pääkaista
16145;0;21;4;0;6024;1;tie;1;pääkaista
16145;0;11;5;0;4089;1;tie;1;pääkaista
16145;0;21;5;0;4089;1;tie;1;pääkaista
16146;0;11;1;0;701;1;tie;1;pääkaista
16146;0;11;1;701;915;1;tie;1;pääkaista
16146;0;11;1;915;1214;1;tie;1;pääkaista
16146;0;11;1;1214;10061;1;tie;1;pääkaista
16146;0;21;1;0;701;1;tie;1;pääkaista
16146;0;21;1;701;915;1;tie;1;pääkaista
16146;0;21;1;915;1214;1;tie;1;pääkaista
16146;0;21;1;1214;10061;1;tie;1;pääkaista
16147;0;11;1;0;7089;1;tie;1;pääkaista
16147;0;21;1;0;7089;1;tie;1;pääkaista
16149;0;11;1;0;5982;1;tie;1;pääkaista
16149;0;11;1;5982;6704;1;tie;1;pääkaista
16149;0;21;1;0;5982;1;tie;1;pääkaista
16149;0;21;1;5982;6704;1;tie;1;pääkaista
16149;0;11;2;0;6493;1;tie;1;pääkaista
